adm3_name,ACS_Code,Mean annual hot days,Forest fire risk,Annual Dry Spell Length,composite_score
Ghazzeh,52227,35.6233766233766,13.0,2.67965367965368,0.4427824657850075
Mazareaa Jabal Akroum,35516,29.4217142857143,73.0,3.44152380952381,0.44276134299766606
Antelias,22311,28.4126984126984,94.0,2.23809523809524,0.44222049335646607
Sayssouq,35311,23.3492063492063,142.0,2.93650793650794,0.44169165222995865
Chebrqiyet Aammiq,52181,36.3809523809524,9.0,2.08095238095238,0.44107055972360826
Soltan Yacoub el Aradi,52241,35.7619047619048,13.0,2.35714285714286,0.440681758905818
Chane,35320,23.3809523809524,142.0,2.6984126984127,0.43893790855437026
Haouch Mandara,51237,35.8299319727891,9.0,2.57142857142857,0.43846016688050654
Menneaa,35371,24.4761904761905,142.0,1.24761904761905,0.43754008696232904
Naqqach,22335,28.4285714285714,94.0,1.86904761904762,0.43738363611700737
Soultan Yaacoub Faouqa,52231,35.9301587301587,11.0,2.1015873015873,0.4368409270816665
Bqennaya,22431,28.4716152576134,94.0,1.7664578513043,0.43669798265758697
Byaqout,22359,28.480893707913,94.0,1.75015892074401,0.43663066556228036
Enfeh,32181,33.3095238095238,56.5,0.0476190476190476,0.43591896429325294
Menqlet Mezher,22319,28.3164199150252,94.0,1.86336299225055,0.43539203364052353
Deir Tahniche,52166,32.5333333333333,53.0,1.36190476190476,0.43531524516393477
Litige,35003,25.2895853621105,142.0,0.051490124015257,0.4348595132176902
AAridet Cheikh Zennad,35273,22.3333333333333,142.0,3.67460317460317,0.43457947069827635
Baouchriyeh,22228,27.4761904761905,94.0,2.75510204081633,0.4334021620804767
Mazraat Deir Aaoukar,22391,28.3809523809524,94.0,1.58256153892212,0.4326064647222457
Khreibet Aakkar,35330,23.6190476190476,142.0,1.91666666666667,0.43217969299730297
Beit Ayoub,35337,24.5854621089442,142.0,0.709270311361343,0.4319531783828879
Deir Mar Maroun Baalbek,53244,28.9571428571429,6.0,10.847619047619,0.4310147888055946
Mansoura BG,52171,35.347619047619,13.0,2.13809523809524,0.430583831909175
Sadaqa,35327,24.4761904761905,142.0,0.69047619047619,0.42982926235290736
Qraiyat,35334,24.1666666666667,142.0,1.04761904761905,0.4294926636054067
Haret El-Ballane,22383,28.3571428571429,94.0,1.35714285714286,0.4290805729420189
Souairi,52264,36.1190476190476,9.0,1.53095238095238,0.42899137757906247
Mazraat El-Hdaira,22367,28.3809523809524,94.0,1.30952380952381,0.4288276384909596
Beit Younes,35321,24.0952380952381,142.0,1.07142857142857,0.42860385486255254
Tcheflik Qiqano,51261,36.031746031746,5.0,1.98412698412698,0.4274266070137199
Majzoub,22435,28.2380952380952,94.0,1.38095238095238,0.42737954342445755
Ouadi Es-Sitt,23443,28.2181815111643,93.0,1.51556030091112,0.42731594568181175
Qornet Aakkar,35352,24.4603174603175,142.0,0.492063492063492,0.4268125019346218
Aammiq Ech-Chouf,23427,28.1190476190476,83.0,2.59523809523809,0.4246987095930433
Faouarat Jaafar,23449,28.1912391623247,93.0,1.32533826679256,0.4242237379929268
Chebrqiyet Tabet,51247,34.621405956535,9.0,2.99720657934421,0.4237395209667867
Fanar,22419,27.7936507936508,94.0,1.63492063492064,0.42331372199872974
Mazraat Ed-Douair,23431,27.9848980842338,93.0,1.50991697167509,0.42325881177401725
Litige,24005,28.9911321254683,83.0,1.36670056936728,0.422570650195112
Mazraat En-Nahr Aaley,24474,28.9043227576688,83.0,1.46556590155571,0.4224582648082388
Maasrati,24471,29.0597323703361,83.0,1.24360163717137,0.4220370575863422
Tshea,35356,24.1904761904762,142.0,0.447619047619048,0.421594809028767
Litige,24006,28.9036855055051,83.0,1.36141421257698,0.421005942136171
Bsalim,22439,28.1666666666667,94.0,1.0,0.42088885355510236
Mtayleb,22447,28.3023880981844,94.0,0.78774875673206,0.4202662598336173
Mrayjat Aaley,24481,29.6507936507936,83.0,0.349206349206349,0.4197401963009949
Kfar hay,23454,28.7920288135161,83.0,1.40027837421692,0.4196393322816217
Tall Znoub,52221,35.0833333333333,13.0,1.63095238095238,0.4190571790804658
Homs Oua Hama,24437,30.1904761904762,73.0,0.761904761904762,0.4187880640374005
Habchit,35326,23.0204081632653,142.0,1.67006802721088,0.4185560067735027
Beit Ech-Chaar,22459,28.1666666666667,94.0,0.761904761904762,0.41759362936304184
Roumieh,22427,28.1507936507936,94.0,0.753968253968254,0.4172130482984028
Chourit,23453,28.8092651166992,83.0,1.1973711160058,0.417125101030427
Mchekhti,24443,29.6413649888491,83.0,0.170059298729141,0.41709999032609696
Mzaraat Zahleh,51271,32.8959332359253,39.0,1.19131601695415,0.4169224093775834
Ighmid,24451,29.5119047619048,83.0,0.30952380952381,0.41682201500942595
Zouk El-Kharab,22467,28.4166666666667,84.0,1.48809523809524,0.4160391992395286
Litige,55001,36.2539682539683,9.0,0.428571428571429,0.416035781764825
Kafraiya BG,52156,31.9305555555556,53.0,0.636904761904762,0.41499992619261983
Dik El-Mehdi,22463,28.0083242126652,94.0,0.748491770734054,0.4147072047046504
Litige,23002,29.2222222222222,83.0,0.444444444444444,0.4137482990054619
Zouk Mousbeh,25126,28.4920634920635,84.0,1.20634920634921,0.41342586683887506
Yanta,55184,36.2123015873016,9.0,0.266865079365079,0.41308708215651524
Deir mar Roukoz,22245,26.9285714285714,94.0,1.94047619047619,0.41278724897137353
Tcheflik Edd̩ Haouch,51274,33.2857142857143,30.333333,1.38095238095238,0.4124421653972796
Dekouaneh,22262,26.0714285714286,94.0,2.95238095238095,0.41217197784291626
Majdel El-Meouch,23445,28.452380952381,83.0,1.25396825396825,0.41182115873404845
Richmaiya,24359,28.5185185185185,83.0,1.10582010582011,0.4108988814238576
Aain Saadeh,22423,27.7380952380952,94.0,0.791666666666667,0.41069554541469044
Trablous jardins,31166,33.5515873015873,31.666667,0.76984126984127,0.4106351934179039
Kfar Qatra,23419,27.8730158730159,93.0,0.666666666666667,0.40967994261121055
Kneisset Ech-Chouf,23425,27.9657583236466,83.0,1.68259807473328,0.40945322524580025
Litige,35002,23.7767857142857,142.0,0.0297619047619048,0.40875552259143844
Brih,23459,27.7142857142857,93.0,0.761904761904762,0.4082906297056795
Chikka,34188,31.6613756613757,56.5,0.0582010582010582,0.4079535552216733
Jdeidet El-Qaitaa,35344,24.9047619047619,97.5,3.66137566137566,0.40763917227629937
Kfar Nabrakh,23655,27.8367346938776,93.0,0.554421768707483,0.40750764490184416
Aain Traz,24361,28.0952380952381,83.0,1.3015873015873,0.4063885477621617
Deir Tamich,22479,28.1942743203312,84.0,1.05633998452157,0.4062704663812855
Maasser Beit Ed-Dine,23421,27.8952380952381,93.0,0.380952380952381,0.4061047099422672
Ras Baalbek Es-Sahel,53211,28.7743055555556,6.0,9.22172619047619,0.4053939372545121
Mcherfeh,24457,29.5714285714286,73.0,0.547619047619048,0.40526349219336294
Manara (Hammara) BG,52244,35.0526315789474,11.0,0.899749373433584,0.40523989890111894
Ouarhaniyeh,23463,27.984126984127,93.0,0.206349206349206,0.4052043576475417
Zakrit,22483,27.2802612914331,94.0,0.946899798950131,0.4050348558011711
Habramoun,24461,28.9041329219996,73.0,1.33513163476699,0.40478080123790927
Qennabet Broummana,22643,27.6666666666667,94.0,0.428571428571429,0.40445199735973975
Khirbet Qanafar,52151,31.268253968254,53.0,0.665079365079365,0.4040932237804717
Ramlieh,24467,28.4666666666667,83.0,0.647619047619048,0.403672987357346
Litige,52001,30.8367346938776,59.666667,0.401360544217687,0.4036624525731125
Bserrine,24464,29.0105943224388,73.0,1.1087716405076,0.40346386551923896
Conflict,0,35.8,9.0,0.0571428571428571,0.4031520606396752
Majdel Baana,24424,29.7285714285714,73.0,0.185714285714286,0.402935079977961
Bedghan Oua Ouadi Bedghan,24434,29.7904761904762,73.0,0.104761904761905,0.40287059075977943
Rihanet Jbayl,26159,28.019895212768,92.0,0.0380416603302385,0.4018981744069393
Deir Mar Aabda el Mchammar,22487,27.6474686227905,84.0,1.41157350175908,0.40186021162390095
Kamed El-Laouz,52217,34.2727272727273,11.0,1.61471861471861,0.40183248737536353
Nabay,22443,27.3452380952381,94.0,0.607142857142857,0.4014409252745163
Selfaya,24363,26.7142857142857,83.0,2.64285714285714,0.4013972415776163
Litige,23001,28.8095238095238,83.0,0.0317460317460317,0.40099733035843493
Aain El Halazoun,24431,29.2848471264118,73.0,0.589040731272111,0.400948650407322
Litige,22001,27.7619047619048,94.0,0.0,0.4001450353634437
Qornet Chehouane,22455,27.3945578231292,94.0,0.428571428571429,0.3998107357899873
Joubb Jannine,52211,34.1168831168831,11.0,1.61471861471862,0.39917431029450556
Nabi Osmane,53224,28.8503401360544,8.0,8.43197278911564,0.3989344950747482
Semqaniyeh,23417,27.5238095238095,93.0,0.285714285714286,0.39845129822273256
Jaaita,25261,27.9714285714286,84.0,0.742857142857143,0.3981308832748741
Aamchit,26141,27.7559523809524,92.0,0.0714285714285714,0.39785827042892197
Aayta El-Foukhar,55194,34.9124839124839,11.0,0.526383526383526,0.3976820896092333
Raouda-Aadoua,37382,25.5510204081633,75.333333,4.68707482993197,0.39768145030971486
Mazraat Yachouaa,22475,27.2222222222222,94.0,0.476190476190476,0.3975303149675577
Conflict,0,35.3985753814879,8.0,0.251798345015346,0.3974122252202781
Conflict,0,35.1553884711779,7.0,0.641604010025063,0.3970722598898055
Mounsef,26177,27.7460317460317,92.0,0.0158730158730159,0.3969201721227096
Jounieh Sarba,25111,28.2619047619048,74.0,1.42857142857143,0.3967066526972112
Haouch Qayssar,51264,34.5062413309029,5.0,1.63990473092835,0.3966426123210616
Aazouniyeh,24454,30.452380952381,62.0,0.0952380952380952,0.39657272528635973
Chanay,24417,29.4285714285714,73.0,0.0952380952380952,0.3965659039043277
Jdeidet Ech-Chouf,23623,27.3333333333333,93.0,0.380952380952381,0.3965205048007309
Moukhtara,23611,27.1428571428571,93.0,0.59047619047619,0.39617141899091834
Biret Ech-Chouf,23451,28.1071428571429,83.0,0.535714285714286,0.39599196513804436
Kfar Niss,23455,28.2380952380952,83.0,0.365079365079365,0.3958639949308423
Aain Qania,23619,27.0949134653832,93.0,0.58794830673376,0.3953186753594721
Litige,24004,29.0000277810345,73.0,0.523939168636963,0.39518958860552134
Dahr Es-Souane El-Matn,22675,27.4380952380952,94.0,0.0380952380952381,0.3951491699661685
Chaouiyeh,22559,27.2857142857143,94.0,0.214285714285714,0.3949885293892336
Zouk Mkayel,25116,28.3537414965986,74.0,1.17687074829932,0.3947895557596798
Haret Jandal,23647,27.1666666666667,93.0,0.452380952380952,0.39466629934687775
Litige,24003,28.9466865841738,73.0,0.537146084662906,0.3944625501591272
Hbous,22583,27.1882473999511,94.0,0.253186862080989,0.3938644617844331
Mzakkeh,22651,27.2857142857143,94.0,0.126984126984127,0.3937802805188115
Haouch Es-Siyadeh,51251,34.2857142857143,5.0,1.69047619047619,0.3935810687709441
Aain Ouzain,23627,27.2460317460317,93.0,0.26984126984127,0.39349366209080744
Zabboud,53237,28.0761904761905,8.0,8.98095238095238,0.393327951403073
Aabadiyeh,21341,28.8424908424908,72.666667,0.608058608058608,0.393137779571873
Chbaniyeh,21426,30.2142857142857,62.0,0.126984126984127,0.3929509846384347
Qabb Elias,51234,34.2380952380952,5.0,1.7010582010582,0.3929153024047728
Qordata,21361,28.8253968253968,72.5,0.603174603174603,0.3925141345522836
Mazraat Er-Ras,25281,27.7619047619048,84.0,0.595238095238095,0.3925140728670885
Barr Elias,51267,31.0535714285714,9.0,5.13541666666667,0.3924769679072239
Jisr El Qadi,24373,26.0235107192711,83.0,2.84107079703293,0.3923582091434807
Qarhaiya,37360,23.7857142857143,97.5,3.92857142857143,0.3922499578862336
Jeoddayel Jbayl,26165,27.4715614659497,92.0,0.0116301735188144,0.39217991169831734
Jbayl,26111,27.2761904761905,92.0,0.238095238095238,0.3919818030581973
Douar El-Matn,22761,27.2797076095575,94.0,0.0,0.391920373925988
Zaraaoun,22741,27.2619047619048,94.0,0.0,0.39161671722902636
Baadarane,23631,27.1991341991342,93.0,0.177489177489177,0.3914156001260708
Jounie Haret Sakhr,25131,28.015873015873,74.0,1.34920634920635,0.3914117706305404
Douair Er-Remmaneh,24345,27.9908812858447,73.0,1.48407255087953,0.39126513383993616
Aatchaneh,22555,27.1428571428571,94.0,0.111111111111111,0.3911239365818872
Beit Ed-Dine,23411,26.9404761904762,93.0,0.464285714285714,0.390973011876625
Litige,23003,26.2297273840286,83.0,2.47662283724091,0.3908316333046358
Botmeh,23615,27.0178571428571,93.0,0.357142857142857,0.3908100197490948
Ouajh El-Hajjar,34286,29.25,72.0,0.0,0.39061508402470424
Bhersaf,22535,27.1547619047619,94.0,0.0,0.3897892204859362
Aain Aalaq,22551,27.0714285714286,94.0,0.0952380952380952,0.3896859238070248
Berbara Jbayl,26183,27.3238095238095,92.0,0.0095238095238095,0.38963060860852483
