Nightlight Intensity (mean),ADM3_NAME_max,CODE_NEW_max,MOHAFAZA_1_max_max,ADM2_NAME_max_max
4.571337938,Touline,803057,8,Sour
3.721516689,Qana,803060,8,Sour
4.86402697,Qana,803060,8,Sour
3.90449059,Qana,803060,8,Sour
3.040657163,Yater,803060,8,Sour
2.474834681,QlailT Sour,803061,8,Sour
2.162330879,QlailT Sour,803061,8,Sour
2.943293273,QlailT Sour,803061,8,Sour
4.15590628,QlailT Sour,803061,8,Sour
2.755324152,Recheknanay,803062,8,Sour
2.997539401,Recheknanay,803062,8,Sour
2.273635268,Recheknanay,803062,8,Sour
1.738355509,Recheknanay,803062,8,Sour
2.509430127,Soultaniyet Bent Jbayl,803062,8,Sour
10.63442822,Sour,803066,8,Sour
5.485319138,Sour,803066,8,Sour
2.470523932,Sour,803066,8,Sour
5.710910082,Sour,803066,8,Sour
1.835300139,Sour,803066,8,Sour
2.112919211,Sour,803066,8,Sour
2.313943863,Srifa,803067,8,Sour
3.373873115,Touline,803067,8,Sour
3.749063672,Srifa,803067,8,Sour
2.730623682,Srifa,803067,8,Sour
1.80043745,Srifa,803067,8,Sour
12.97791569,Tayr DebbT,803068,8,Sour
4.159675651,Tayr DebbT,803068,8,Sour
3.804711024,Tayr DebbT,803068,8,Sour
5.620024115,Tayr DebbT,803068,8,Sour
3.875586748,Tayr DebbT,803068,8,Sour
2.507068872,ZrariyT,803069,8,Sour
3.966362637,Tayr Falsay,803069,8,Sour
2.293803358,ZrariyT,803069,8,Sour
2.027485418,ZrariyT,803069,8,Sour
1.550103535,Tayr Harfa,803070,8,Sour
4.099207115,Tayr Harfa,803070,8,Sour
1.821096778,Tayr Harfa,803070,8,Sour
2.052686304,Tayr Harfa,803070,8,Sour
1.363165438,Tayr Harfa,803070,8,Sour
2.378551453,Tayr Harfa,803070,8,Sour
2.942486882,Tayr Harfa,803070,8,Sour
5.464748045,Toura,803072,8,Sour
4.268251816,Toura,803072,8,Sour
4.495207389,Toura,803072,8,Sour
6.265953779,Toura,803072,8,Sour
6.37195257,Toura,803072,8,Sour
4.402864184,ZrariyT,803072,8,Sour
6.096517384,ZrariyT,803072,8,Sour
4.126744986,Toura,803072,8,Sour
7.844930172,Toura,803072,8,Sour
1.82732448,Zebqine,803075,8,Sour
1.646664444,Zebqine,803075,8,Sour
1.45953685,Zebqine,803075,8,Sour
1.694766512,Zebqine,803075,8,Sour
2.899375268,Zebqine,803075,8,Sour
1.183679044,Zebqine,803075,8,Sour
4.835266811,Zebqine,803075,8,Sour
3.228202999,Zebqine,803075,8,Sour
