ACS_CODE,CAD_CODE,M_ref_name_n,K_Ref_name,Governorate_AI,District_AI,C_Ref_name,ACS_NAME,CAD_NAME,C_ref_Ar,Longitude,Latitude,Eviction Threats,Eviction Date
61414,61023,South,Saida,Sud,Saida,Mzaraat El-Ouasta,Mzaraat El-Ouasta,Mazraat El-Wasta,مزرعة الواسطة,35.26263068,33.34875863,Yes,46093
61415,61025,South,Saida,Sud,Saida,Matariyet Ech-Choumar,Matariyet Ech-Choumar,Matriet El-Choumar,مطرية الشومر,35.27423438,33.3356077,Yes,46093
61417,61026,South,Saida,Sud,Saida,Arzai,Arzai,Arzey,أرزي,35.29668268,33.33211807,Yes,46093
61418,61029,South,Saida,Sud,Saida,Mazraat Kfar Beda,Mazraat Kfar Beda,Kfar Badda,كفر بدَه,35.26879004,33.36606128,Yes,46093
61419,61027,South,Saida,Sud,Saida,Khayayeb Saida,Khayayeb Saida,El-Kharayeb,الخرائب صيدا,35.29234592,33.35206293,Yes,46084
61421,61028,South,Saida,Sud,Saida,Mazraat Jamjim,Mazraat Jamjim,Mazraat Jimjim,مزرعة جمجيم,35.27865512,33.35986776,Yes,46084
61423,61030,South,Saida,Sud,Saida,Hartiye,Hartiyé,El Hartiyé,حارتية,35.27960938,33.38018072,Yes,46084
61424,61034,South,Saida,Sud,Saida,Mazraat El-Mhaydale,Mazraat El-Mhaydalé,Mohaidalé,المحيدلة,35.29343091,33.38421055,Yes,46093
61426,61035,South,Saida,Sud,Saida,Mazraat Kaoutariyet Er-Riz,Mazraat Kaoutariyet Er-Riz,Kaoutarite El-Riz,مزرعة كوثرية الرز,35.30348202,33.37351863,Yes,46093
61427,61084,South,Saida,Sud,Saida,Zrariye,Zrariyé,El-Zrariyé,زرارية,35.33065669,33.34412552,Yes,46084
61429,61031,South,Saida,Sud,Saida,Mazraat Sari,Mazraat Sari,Sari,ساري,35.27682267,33.39196841,Yes,46093
61431,61033,South,Saida,Sud,Saida,Mazraat Deir Taqla,Mazraat Deir Taqla,Deir Takla,دير تقلا,35.29357294,33.39886874,Yes,46093
61433,61036,South,Saida,Sud,Saida,Mazraat Oussamiyat,Mazraat Oussamiyat,Samiate,الاوساميات,35.30844461,33.38844546,Yes,46093
61434,61021,South,Saida,Sud,Saida,Aadloun,Aadloun,Adloun,عدلون,35.26285946,33.38894906,Yes,46093
61436,61032,South,Saida,Sud,Saida,Insariye,Insariyé,Ansariyé,إنصارية,35.28150412,33.40837723,Yes,46092
61437,61072,South,Saida,Sud,Saida,Mazraat Sinai,Mazraat Sinai,Mazraet Sinai,مزرعة سيناي,35.36178851,33.38572162,Yes,46093
61439,61038,South,Saida,Sud,Saida,Loubie,Loubié,Loubié,لوبية,35.28440096,33.42769313,Yes,46084
61441,61039,South,Saida,Sud,Saida,Daoudiye,Daoudiyé,Daoudiyé,الداودية,35.30008561,33.42588277,Yes,46093
61443,61040,South,Saida,Sud,Saida,Khirbet Ed-Douair Saida,Khirbet Ed-Douair Saida,Kherbet El-Douair,خربة الدوير صيدا,35.31698627,33.43235746,Yes,46093
61444,61037,South,Saida,Sud,Saida,Babliye,Babliyé,Babliyé,بابلية,35.32577331,33.4114555,Yes,46093
61446,61071,South,Saida,Sud,Saida,Khartoum,Khartoum,Khartoum,خرطوم,35.36809095,33.40322142,Yes,46093
61447,61041,South,Saida,Sud,Saida,Ghassaniye,Ghassaniyé,Ghassaniyé,غسانية,35.35708233,33.4159742,Yes,46093
61449,61019,South,Saida,Sud,Saida,Sarafand,Sarafand,Sarafend,صرفند,35.29997771,33.45173038,Yes,46084
61451,61042,South,Saida,Sud,Saida,Qaaqaiyet Es-Snaoubar,Qaaqaiyet Es-Snaoubar,Kaakiet El-Senaoubar,قعقعية الصنوبر,35.34190753,33.43224366,Yes,46084
61453,61018,South,Saida,Sud,Saida,Bissariye,Bissariyé,Bissariat,بيسارية,35.32179989,33.4566614,Yes,46093
61454,61070,South,Saida,Sud,Saida,Kaoutariyet Es-Siyad,Kaoutariyet Es-Siyad,Kaoutarite El-Siyad,كوثرية السياد,35.38590202,33.41493543,Yes,46084
61456,61043,South,Saida,Sud,Saida,Tebna,Tebna,Tibna,تبنا,35.3421801,33.4467302,Yes,46093
61457,61044,South,Saida,Sud,Saida,Mazraat 'Snaiber,Mazraat 'Snaiber,Snaiber,مزرعة سنيبر,35.32724594,33.45397234,Yes,46093
61459,61045,South,Saida,Sud,Saida,Teffahta,Teffahta,Teffehta,تفاحتا,35.36221631,33.4390241,Yes,46093
61461,61020,South,Saida,Sud,Saida,Saksakiye,Saksakiyé,Saksakiat,سكسكية,35.28353001,33.43867041,Yes,46084
61463,61046,South,Saida,Sud,Saida,Merouaniye,Merouaniyé,El-Merwaniyé,مروانية,35.37053881,33.45572051,Yes,46084
61464,61016,South,Saida,Sud,Saida,Najjariye,Najjariyé,Nadjariat,نجارية,35.34089548,33.48308268,Yes,46093
61466,61017,South,Saida,Sud,Saida,Aadoussiye,Aadoussiyé,Addoussiat,عدّوسية,35.33559489,33.4721266,Yes,46093
61467,61048,South,Saida,Sud,Saida,Khirbet El-Bassal,Khirbet El-Bassal,Kherbet Bassal,خربة البصل,35.36454211,33.47151727,Yes,46093
61469,61049,South,Saida,Sud,Saida,Mazraat 'Mseileh,Mazraat 'Mseileh,Msaileh,المصيلح,35.35551621,33.48074855,Yes,46093
61471,61050,South,Saida,Sud,Saida,Hajje,Hajjé,El-Hajjé,حجة,35.38372733,33.47452963,Yes,46093
61473,61051,South,Saida,Sud,Saida,Mazraat El-Houssainiye,Mazraat El-Houssainiyé,El-Husseiniyé,مزرعة الحسينية,35.34995756,33.49241452,,
61474,61065,South,Saida,Sud,Saida,Khzaiz,Khzaiz,Khazize,خزيز,35.4015553,33.46924857,,
61476,61052,South,Saida,Sud,Saida,Maamriye,Maamriyé,El-Mhammariyé,معمارية,35.36995113,33.48540018,,
61477,61053,South,Saida,Sud,Saida,Aaqtanit,Aaqtanit,Aktanite,عقتنيت,35.38380318,33.4919626,,
61479,61066,South,Saida,Sud,Saida,Erkay,Erkay,Arké,اركي,35.41325556,33.46032529,,
61481,61063,South,Saida,Sud,Saida,Bnaafoul,Bnaafoul,Bnaafoul,بنعفول,35.41046782,33.48371919,Yes,46084
61483,61110,South,Saida,Sud,Saida,Aarab Tabbaya,Aarab Tabbaya,Arab Tabbaya,مزرعة عرب  طبَايا,35.43856853,33.48685872,,
61484,61057,South,Saida,Sud,Saida,Mtayriye,Mtayriyé,Mazraet Matarite Jebah,مزرعة مطيرية جباع,35.40165072,33.51448585,,
61486,61111,South,Saida,Sud,Saida,Mazraat Aarab Soukkar,Mazraat Aarab Soukkar,Arab Soukar,مزرعة عرب سكر,35.44513712,33.48191227,,
61487,61112,South,Saida,Sud,Saida,Aarab Ej-Jall,Aarab Ej-Jall,Arab-el-Jal,مزرعة عرب الجل,35.45339319,33.48081965,,
61488,61113,South,Saida,Sud,Saida,Berti,Berti,Berti,برتي,35.48949449,33.51882971,,
61489,61060,South,Saida,Sud,Saida,Aanqoun,Aanqoun,Ankoune,عنقون,35.42735371,33.49942807,Yes,46084
61491,61117,South,Saida,Sud,Saida,Kfar Beit,Kfar Beit,Kfar-Bite,كفربيت,35.46038845,33.49693319,,
61493,61062,South,Saida,Sud,Saida,Kfar Hatta Saida,Kfar Hatta Saida,Kfar Hatta,كفرحتى,35.45149631,33.50602656,,
61494,61115,South,Saida,Sud,Saida,Kfar Chellal,Kfar Chellal,Kfar-Challal,كفر شلال,35.46282624,33.49059143,,
61496,61067,South,Saida,Sud,Saida,Kfar Melki Saida,Kfar Melki Saida,Kfar Melki,كفرملكي صيدا,35.48083615,33.50186769,,
61497,61114,South,Saida,Sud,Saida,Sfenta,Sfenta,Sfenté,سفنتا,35.482194,33.51088436,,
62111,62006,South,Sour,Sud,Sour,Sour,Sour,Sour (Tyr),صور,35.19918555,33.27014621,Yes,46086
62128,62004,South,Sour,Sud,Sour,Borj Ech-Chemali,Borj Ech-Chemali,Borge El-Chémali,برج الشمالي,35.23551984,33.26196567,Yes,46086
62162,62008,South,Sour,Sud,Sour,Batoulay,Batoulay,Batouliyat,باتوليه,35.23061231,33.23010816,Yes,46086
62179,62009,South,Sour,Sud,Sour,Deir Qanoun El-Aain,Deir Qanoun El-Aain,Deir Kanoun Ras El Aïn,دير قانون,35.23054055,33.21572238,Yes,46086
62211,62035,South,Sour,Sud,Sour,Jouaiya,Jouaiya,Jouaya,جويا,35.33235401,33.24242451,Yes,46086
62212,62034,South,Sour,Sud,Sour,Debaal Sour,Debaal Sour,Debhalé,دبعل,35.34681282,33.25183667,Yes,46086
62214,62038,South,Sour,Sud,Sour,Majdel,Majdel,Mjadel,المجادل,35.36157633,33.23073302,Yes,46086
62215,62036,South,Sour,Sud,Sour,Mazraat Mechref,Mazraat Mechref,Mazraat Mechref,مزرعة المشرف,35.34328353,33.21501386,Yes,46086
62217,62019,South,Sour,Sud,Sour,Aaytit,Aaytit,Aïtite,عيتيت,35.29892576,33.22882002,Yes,46086
62218,62020,South,Sour,Sud,Sour,Ouadi Jilo,Ouadi Jilo,Ouadi Djilou,وادي جيلو,35.29595684,33.25043483,Yes,46086
62219,62022,South,Sour,Sud,Sour,Yanouh Sour,Yanouh Sour,Yanouh,يانوح صور,35.30228816,33.25904863,Yes,46086
62221,62040,South,Sour,Sud,Sour,Bafliye,Bafliyé,Bafliyé,بافليه,35.36513038,33.26084389,Yes,46086
62223,62056,South,Sour,Sud,Sour,Deir Aames,Deir Aames,Deir Amess,ديرعامص,35.34089209,33.19419529,Yes,46086
62224,62033,South,Sour,Sud,Sour,Barich,Barich,Beiriche,باريش,35.34922749,33.26951586,Yes,46086
62226,62055,South,Sour,Sud,Sour,Biyad,Biyad,El-Biyad,البياض صور,35.3235532,33.20716329,Yes,46086
62227,62053,South,Sour,Sud,Sour,Selaa Sour,Selaa Sour,Salha,سلعا ,35.38307154,33.256836,Yes,46086
62229,62018,South,Sour,Sud,Sour,Qana,Qana,Kana,قانا,35.2990037,33.20696759,Yes,46086
62231,62023,South,Sour,Sud,Sour,Maarake,Maaraké,Mâaraké,معركة,35.30085482,33.27732468,Yes,46086
62233,62047,South,Sour,Sud,Sour,Neftakhiye,Neftakhiyé,Neffahiyé,نفاخية,35.38686199,33.26995805,Yes,46086
62234,62032,South,Sour,Sud,Sour,Maaroub,Maaroub,Mahroub,معروب,35.33793093,33.28355658,Yes,46086
62236,62057,South,Sour,Sud,Sour,Recheknanay,Recheknanay,Recheknaniyeh,رشكنانيه,35.32750878,33.18676504,Yes,46086
62237,62025,South,Sour,Sud,Sour,Jennata,Jennata,Jennata,جناتا,35.3195802,33.28829035,Yes,46086
62239,62045,South,Sour,Sud,Sour,Derdaghaiya,Derdaghaiya,Derdaghaya,دردغايا,35.37158808,33.27826106,Yes,46086
62241,62058,South,Sour,Sud,Sour,Sadiqine,Sadiqine,Saddikine,صديقين,35.30697431,33.19099874,Yes,46086
62242,62064ND,South,Sour,Sud,Sour,Aaiye,Aaiyé,Aaiyé,مزرعة عيا,35.30813799,33.18059783,Yes,46086
62243,62007,South,Sour,Sud,Sour,Aain Baal,Aain Baal,Aïn Baal,عين بعل,35.26427071,33.23945067,Yes,46086
62244,62031,South,Sour,Sud,Sour,Hmairi Sour,Hmairi Sour,Hmairé,حميري ,35.34933372,33.2964177,Yes,46086
62245,62002,South,Sour,Sud,Sour,Mheilib,Mheilib,Mahaïlib,محيليب,35.23895961,33.31143778,Yes,46086
62246,62005,South,Sour,Sud,Sour,Bazouriye,Bazouriyé,Bazouriat,بازورية,35.26857084,33.25772367,Yes,46086
62247,62016,South,Sour,Sud,Sour,Hanaouay,Hanaouay,Hanawé,حناوي,35.27100532,33.21875883,Yes,46086
62249,62041,South,Sour,Sud,Sour,Bestiyat,Bestiyat,Bestiace,بستيات,35.35693658,33.27534105,Yes,46086
62251,62052,South,Sour,Sud,Sour,Deir Kifa,Deir Kifa,Deir Kifa,دير كيفا,35.40392886,33.25571281,Yes,46086
62253,62021,South,Sour,Sud,Sour,Tayr Debbe,Tayr Debbé,Taïr-Dabba,طير دبّه,35.2727631,33.27601258,Yes,46086
62254,62039,South,Sour,Sud,Sour,Chehabiye,Chehabiyé,Tairzibna,شهابية ,35.37562017,33.24146517,Yes,46086
62256,62044,South,Sour,Sud,Sour,Arzoun,Arzoun,Arzoune,ارزون,35.38099098,33.28194814,Yes,46086
62257,62051,South,Sour,Sud,Sour,Niha Sour,Niha Sour,Niha,نيحا صور,35.40081325,33.27240104,Yes,46086
62259,62017,South,Sour,Sud,Sour,Rmadiye,Rmadiyé,Remadiyeh,رمادية,35.27656521,33.20221652,Yes,46086
62261,62024,South,Sour,Sud,Sour,Toura,Toura,Toura,طورا,35.29853839,33.2926867,Yes,46086
62263,62027,South,Sour,Sud,Sour,Deir Qanoun En-Nahr,Deir Qanoun En-Nahr,Deir Kanoun El-Nahr,دير قانون النهر,35.3086725,33.30124872,Yes,46086
62264,62042,South,Sour,Sud,Sour,Chehour,Chehour,Chehour,شحور,35.37622263,33.29810074,Yes,46086
62266,62046,South,Sour,Sud,Sour,Srifa,Srifa,Srifa,صريفا,35.40104174,33.28157484,Yes,46086
62267,62015,South,Sour,Sud,Sour,Kneisset Sour,Kneisset Sour,Kneissé,كنيسة صور,35.25985318,33.20644417,Yes,46086
62269,62029,South,Sour,Sud,Sour,Halloussiye,Halloussiyé,El-Héloussiyé,حلوسية,35.32414101,33.30962709,Yes,46086
62271,62030,South,Sour,Sud,Sour,Tayr Falsay,Tayr Falsay,Trafelsiyé,طير فلسيه,35.34107787,33.31234923,Yes,46086
62273,62050,South,Sour,Sud,Sour,Touayri,Touayri,Touaire,طويري,35.42024331,33.27764265,Yes,46086
62274,62028,South,Sour,Sud,Sour,Bedias,Bedias,Bidias,بدياس,35.29922575,33.314757,Yes,46086
62276,62003,South,Sour,Sud,Sour,Aabbassiyet Sour,Aabbassiyet Sour,Abbassyat,عباسية ,35.27101185,33.29771301,Yes,46086
62277,62014,South,Sour,Sud,Sour,Chaaitiye,Chaaitiyé,Cheïetiyé,شعيتية,35.24583026,33.20664415,Yes,46086
62279,62059,South,Sour,Sud,Sour,Jbal El-Botm,Jbal El-Botm,Jebel-El-Batm,جبال البطم,35.29370143,33.16722261,Yes,46086
62281,62043,South,Sour,Sud,Sour,Mazraat Tayr Semhat,Mazraat Tayr Semhat,Mazraat Torsemhat,طير سمحات,35.40072513,33.2956076,Yes,46086
62283,62026,South,Sour,Sud,Sour,Borj Rahhal,Borj Rahhal,Bordje Rahhal,برج رحال,35.27887491,33.31130517,Yes,46086
62284,62048,South,Sour,Sud,Sour,Marnba,Marnba,Rafid-el-Mernaba,مرنبا,35.41677462,33.30485166,Yes,46086
62285,62065ND,South,Sour,Sud,Sour,Chihine,Chihine,Chihine,شيحين,35.25683652,33.12831697,Yes,46086
62286,62060,South,Sour,Sud,Sour,Zebqine,Zebqine,Zebkine,زبقين,35.27541795,33.14348556,Yes,46086
62287,62010,South,Sour,Sud,Sour,Qlaile Sour,Qlailé Sour,El-Kleilé,قليلة,35.22759363,33.19521128,Yes,46086
62291,62001,South,Sour,Sud,Sour,Aain Abou Abdallah,Aain Abou Abdallah,Aïn Abou Abdallah,عين أبو عبدالله,35.26273265,33.31880225,Yes,46086
62292,62066ND,South,Sour,Sud,Sour,Jibbayn,Jibbayn,El Jbine,جبين,35.23518147,33.12777443,Yes,46086
62293,62011,South,Sour,Sud,Sour,Henniye,Henniyé,El-Henniyé,حنية,35.21799498,33.18850611,Yes,46086
62294,62012,South,Sour,Sud,Sour,Aaziye,Aaziyé,Izzié,عزِّيه,35.24567128,33.17081771,Yes,46086
62295,62067ND,South,Sour,Sud,Sour,Tayr Harfa,Tayr Harfa,Tair Harf,طير حرفا,35.221966,33.13401907,Yes,46086
62296,62013,South,Sour,Sud,Sour,Mansouri Sour,Mansouri Sour,El-Mansouri,المنصوري,35.2047973,33.1727465,Yes,46086
62297,62061,South,Sour,Sud,Sour,Majdelzoun,Majdelzoun,Majdalzoun,مجدل زون,35.23538129,33.15285736,Yes,46086
62298,62062,South,Sour,Sud,Sour,Chamaa,Chamaa,Chameh,شمع,35.20276675,33.14427749,Yes,46086
62299,62063,South,Sour,Sud,Sour,Iskandarouna Sour,Iskandarouna Sour,Eskandaroun,إسكندرونة,35.1820824,33.15494739,Yes,46086
62308,62068ND,South,Sour,Sud,Sour,Yarine,Yarine,Yarine,يارين,35.23489212,33.10655889,Yes,46086
62311,62078ND,South,Sour,Sud,Sour,Merouahine,Merouahine,Marouhine,مروحين,35.27800432,33.1155489,Yes,46086
62312,62069ND,South,Sour,Sud,Sour,Borj En-Naqoura,Borj En-Naqoura,Nakoura,الناقورة,35.11683179,33.10400024,Yes,46086
62314,62070ND,South,Sour,Sud,Sour,Hamoul,Hamoul,Hamoul,حامول,35.16716446,33.13484096,Yes,46086
62316,62071ND,South,Sour,Sud,Sour,Aalma Ech-Chaab,Aalma Ech-Chaab,Alma Chaab,علما الشعب,35.17099536,33.10383597,Yes,46086
62318,62072ND,South,Sour,Sud,Sour,Jijim,Jijim,Jejime,ججيم,35.18916209,33.12682034,Yes,46086
62319,62073ND,South,Sour,Sud,Sour,Abou Chech,Abou Chech,Abou Chech,أبو شاش,35.20668203,33.12836052,Yes,46086
62321,62074ND,South,Sour,Sud,Sour,Boustane,Boustane,Boustane,بستان صور,35.25396311,33.10092479,Yes,46086
62331,62075ND,South,Sour,Sud,Sour,Btaychiye,Btaychiyé,Btaychiyé,بطيشية,35.20554686,33.1104143,Yes,46086
62341,62076ND,South,Sour,Sud,Sour,Dhayra,Dhayra,Mazraat Dhaira,ظهيرة ,35.21734538,33.11004432,Yes,46086
62351,62077ND,South,Sour,Sud,Sour,Mazraat Ez-Zalloutiyeh,Mazraat Ez-Zalloutiyeh,Mazraat Ez-Zalloutieh,مزرعة الزلوطية,35.2473804,33.11109836,Yes,46086
63001,63?,South,Jezzine,Sud,Jezzine,Conflict,litige,litige,,35.57536806,33.58516095,,
63002,63,South,Jezzine,Sud,Jezzine,Conflict,litige,litige,,35.54959418,33.48284255,,
63003,63,South,Jezzine,Sud,Jezzine,Conflict,litige,litige,,35.53939654,33.46452234,,
63111,63005,South,Jezzine,Sud,Jezzine,Jezzine,Jezzine,Djezzine,جزين,35.58636813,33.52757765,,
63114,63006,South,Jezzine,Sud,Jezzine,Wadi Jezzine,Wadi Jezzine,Wadi Djezzine,وادي جزين,35.57992521,33.55085475,,
63117,63018,South,Jezzine,Sud,Jezzine,Qabaa Jezzine,Qabaa Jezzine,El-Kabeh,قبع,35.55108118,33.54426689,,
63121,63019,South,Jezzine,Sud,Jezzine,Qaytoule,Qaytoulé,Kaïtoulé,قيتولي,35.54856326,33.53689069,,
63124,63008,South,Jezzine,Sud,Jezzine,Bkassine,Bkassine,Bkessine,بكاسين,35.57308316,33.56039049,,
63127,63017,South,Jezzine,Sud,Jezzine,Homsiye,Homsiyé,El-Homsiyé,حمصية,35.55520666,33.55079613,,
63131,63020,South,Jezzine,Sud,Jezzine,Aaray,Aaray,Ariya,عاريه,35.59389117,33.56948175,,
63134,63014,South,Jezzine,Sud,Jezzine,Sabbah,Sabbah,Sabbah,صّباح,35.56524209,33.5668207,,
63137,63046,South,Jezzine,Sud,Jezzine,Haytoura,Haytoura,Haïtoura,حيطورة,35.54874023,33.51988893,,
63141,63035,South,Jezzine,Sud,Jezzine,Ghabbatiye,Ghabbatiyé,El-Ghabbatieh,غبَاطية,35.58359244,33.58333502,,
63144,63012,South,Jezzine,Sud,Jezzine,Benouati Jezzine,Benouati Jezzine,Benwati,بنواتي جزين,35.57856045,33.57559791,,
63147,63049,South,Jezzine,Sud,Jezzine,Maknounet Jezzine,Maknounet Jezzine,El-Maknouniyé,مكنونية ,35.53986308,33.52655802,,
63151,63033,South,Jezzine,Sud,Jezzine,Btedine El-Leqch,Btedine El-Leqch,Bteddine El-Lekche,بتدين اللقش,35.5522075,33.56630868,,
63154,63044,South,Jezzine,Sud,Jezzine,Roummanet,Roummanet,El-Remmané,رمانة ,35.55458179,33.50711096,,
63157,63013,South,Jezzine,Sud,Jezzine,Machmouche,Machmouché,Machmouché,مشموشة,35.56984141,33.57995856,,
63161,63029,South,Jezzine,Sud,Jezzine,Midane Jezzine,Midane Jezzine,El-Midan,ميدان ,35.56517105,33.58715848,,
63164,63043,South,Jezzine,Sud,Jezzine,Jabal Toura,Jabal Toura,Jabal Toura,جبل طوره,35.56572468,33.50197299,,
63167,63009,South,Jezzine,Sud,Jezzine,Kfar Houne,Kfar Houné,Kefer-Houné,كفرحون,35.59171547,33.48589692,,
63171,63030,South,Jezzine,Sud,Jezzine,Harf Jezzine,Harf Jezzine,El-Harf,الحرف,35.55504328,33.58430482,,
63174,63034,South,Jezzine,Sud,Jezzine,Bebé,Bébé,Baba,بيبه,35.54095346,33.5636423,,
63177,63045,South,Jezzine,Sud,Jezzine,Zhilta,Zhilta,Zhalta,زحلتا,35.54472981,33.51039594,,
63181,63021,South,Jezzine,Sud,Jezzine,Bhannine,Bhannine,Bhanine,بحنين,35.59548056,33.58230229,,
63184,63015,South,Jezzine,Sud,Jezzine,Aazour,Aazour,Azour,عازور,35.53607927,33.56070144,,
63187,63031,South,Jezzine,Sud,Jezzine,Taaid,Taaid,Taïd,تعيد,35.54538048,33.57324171,,
63191,63032,South,Jezzine,Sud,Jezzine,Bisri,Bisri,Bisri,بسري,35.53431361,33.57601413,,
63194,63042,South,Jezzine,Sud,Jezzine,Mazraat Er-Rouhbane,Mazraat Er-Rouhbane,El-Rahbane,مزرعة الرهبان ,35.55019714,33.49070057,,
63211,63055,South,Jezzine,Sud,Jezzine,Kfar Falous,Kfar Falous,Kafr-Falouce,كفرفالوس,35.47721191,33.53522139,,
63214,63065,South,Jezzine,Sud,Jezzine,A'ain El-Mir (El Establ),A'ain El-Mir (El Establ),Aïn el-Mir,عين المير إسطبل,35.46153954,33.53609046,,
63217,63056,South,Jezzine,Sud,Jezzine,Mrah El-Hbasse,Mrah El-Hbasse,Mrah-el-Hbasse,مراح الحباس,35.46142985,33.54935233,,
63221,63062,South,Jezzine,Sud,Jezzine,Bayssour Jezzine,Bayssour Jezzine,Baissour,بيصور جزين,35.44766268,33.53588544,,
63224,63063,South,Jezzine,Sud,Jezzine,Haytoule,Haytoulé,Haitoulé,حيتوله,35.47070964,33.51959781,,
63227,63057,South,Jezzine,Sud,Jezzine,Lebaa,Lebaa,Lebaa,لبعا,35.45104502,33.5495394,,
63231,63067,South,Jezzine,Sud,Jezzine,Mharbiye,Mharbiyé,El-Mharbiyé,محاربية,35.44532382,33.52859869,,
63234,63068,South,Jezzine,Sud,Jezzine,Ouadi El-Laymoun,Ouadi El-Laymoun,Wadi Laimoune,وادي الليمون,35.46546425,33.52654728,,
63237,63054,South,Jezzine,Sud,Jezzine,Sfaray,Sfaray,Sfarai,صفاريه,35.49229706,33.55349527,,
63241,63069,South,Jezzine,Sud,Jezzine,Hassaniye,Hassaniyé,Hassaniyé,حسانية,35.45536259,33.51948628,,
63244,63058,South,Jezzine,Sud,Jezzine,Karkha,Karkha,Karkha,كرخا,35.44183234,33.5665708,,
63247,63059,South,Jezzine,Sud,Jezzine,Choualiq Jezzine,Choualiq Jezzine,Chawalik,شواليق جزين,35.44112643,33.55243121,,
63251,63060,South,Jezzine,Sud,Jezzine,Ouadi Baanqoudaine,Ouadi Baanqoudaine,Wadi Baankoudine,وادي بعنقودين,35.43784161,33.5434807,,
63254,63064,South,Jezzine,Sud,Jezzine,Mjaydel Jezzine,Mjaydel Jezzine,Mjaïdel,مجيدل,35.44087297,33.51633617,,
63257,63072,South,Jezzine,Sud,Jezzine,Dahr Ed-Deir,Dahr Ed-Deir,Mazraat Dahr el-Deir,ضهر الدير,35.50125567,33.521764,,
63261,63066,South,Jezzine,Sud,Jezzine,Jensnaya,Jensnaya,Jensnaya,جنسنايا,35.43061408,33.53753748,,
63264,63051,South,Jezzine,Sud,Jezzine,Rimat,Rimat,Rimate,ريمات,35.50152072,33.53063155,,
63267,63061,South,Jezzine,Sud,Jezzine,Kfar Jarra,Kfar Jarra,Kafr-Jarra,كفرجرا,35.4294591,33.54793693,,
63271,63041,South,Jezzine,Sud,Jezzine,Saydoun,Saydoun,Saïdoune,صيدون,35.51181082,33.51968421,,
63274,63053,South,Jezzine,Sud,Jezzine,Anane,Anane,Anane,أنان,35.50878494,33.56444755,,
63277,63016,South,Jezzine,Sud,Jezzine,Roum,Roum,Roum,روم,35.52020448,33.5476758,,
63281,63048,South,Jezzine,Sud,Jezzine,Hidab,Hidab,Haïdab,حيداب,35.52459521,33.52422845,,
63284,63050,South,Jezzine,Sud,Jezzine,Deir El Qattine,Deir El Qattine,Kattine,دير قطِين ,35.53081705,33.53229644,,
63287,63047,South,Jezzine,Sud,Jezzine,Sanaya,Sanaya,Sniyé,سنيَا,35.52691026,33.51626346,,
63291,63070,South,Jezzine,Sud,Jezzine,Qtale Jezzine,Qtalé Jezzine,Ktalé,قتالة جزين,35.50090688,33.5720426,,
63294,63037,South,Jezzine,Sud,Jezzine,Jernaya,Jernaya,Jernaya,جرنايا,35.47603652,33.4862189,,
63297,63071,South,Jezzine,Sud,Jezzine,Mazraat El-Mathane,Mazraat El-Mathane,Mazraat el-Mathané,مزرعة المطحنة,35.51858394,33.5793744,,
63398,63074ND,South,Jezzine,Sud,Jezzine,Srayri,Srayri,Srayri,سريرة,35.62080856,33.42997378,Yes,46093
63311,63010,South,Jezzine,Sud,Jezzine,Aaramta,Aaramta,Aramté,عرمتى,35.57624982,33.45669797,Yes,46093
63315,63040,South,Jezzine,Sud,Jezzine,Mlikh,Mlikh,Mlikh,مليخ,35.55092996,33.47031084,,
63319,63011,South,Jezzine,Sud,Jezzine,Rihane Jezzine,Rihane Jezzine,El-Rihane,ريحانة جزين,35.55970726,33.43967951,Yes,46093
63323,63038,South,Jezzine,Sud,Jezzine,Mazraat,Mazraat,Akmata,مزرعة عقماتا ,35.543886,33.45651179,,
63327,63073,South,Jezzine,Sud,Jezzine,Qatrani,Qatrani,Katrani,قطراني,35.60186905,33.44171405,Yes,46093
63331,63039,South,Jezzine,Sud,Jezzine,Louayzet Jezzine,Louayzet Jezzine,El-Louaizé,لويزة جزين,35.53172763,33.46476054,,
63335,63024,South,Jezzine,Sud,Jezzine,Mazraat Khallet Khazen,Mazraat Khallet Khazen,Khellet Khazen,خلة خازن,35.58176068,33.42496222,Yes,46093
63339,63023,South,Jezzine,Sud,Jezzine,Mazraat Qrouh,Mazraat Qrouh,Krouh,قروح,35.57226931,33.42963732,Yes,46093
63343,63022,South,Jezzine,Sud,Jezzine,Mazraat Zighrine Jezzine,Mazraat Zighrine Jezzine,El-Zeghrine,زغرين جزين,35.55393586,33.42297965,Yes,46093
63347,63025,South,Jezzine,Sud,Jezzine,Chbail,Chbail,Chabil,شبيل,35.59885414,33.41919468,Yes,46093
63348,63017bis,South,Jezzine,Sud,Jezzine,Mazraat Louzid (Louayziye),Mazraat Louzid (Louayziyé),Mazraat Louzid (Louayziyé),مزرعة لوزيد ,35.5869008,33.41320392,Yes,46093
63351,63036,South,Jezzine,Sud,Jezzine,Sejoud,Séjoud,Soujoud,سجد,35.53519976,33.43376038,Yes,46093
63355,63007,South,Jezzine,Sud,Jezzine,Aaychiye,Aaychiyé,Aïchiyé,عيشية,35.56118716,33.4103644,Yes,46093
63359,63026,South,Jezzine,Sud,Jezzine,Maraat Ouazaiye,Maraat Ouazaiyé,Mazraat El Ouazaaiyé,اوزاعية,35.56906417,33.3897069,Yes,46093
63363,63027,South,Jezzine,Sud,Jezzine,Ouardiye,Ouardiyé,El-Wadié,وردية,35.58811293,33.39287086,Yes,46093
