lat,lon,status
33.87241587,35.49045964,full
33.8704595,35.49774321,full
33.89435346,35.49993891,full
33.86600665,35.50706038,full
33.87040874,35.50013318,full
33.8744189,35.49233365,full
33.89616355,35.48387285,full
33.88206235,35.50214206,full
34.3254959,35.79734525,full
33.69183,35.908073,potential
33.526001,35.651569,potential
33.518497,35.653172,potential
33.604633,35.698654,potential
33.610001,35.697872,potential
33.565399,35.721371,potential
33.5158,35.686672,potential
33.514736,35.685497,potential
33.479649,35.724247,potential
33.433701,35.65387,potential
33.760899,35.881069,potential
33.605999,35.94677,potential
33.55468,36.009163,potential
33.571198,35.816372,potential
33.586998,35.819672,potential
33.6157,35.853271,potential
33.6059,35.879169,potential
33.570999,35.848469,potential
33.553799,35.85817,potential
33.502998,35.84647,potential
33.506901,35.881672,potential
33.5364,35.892872,potential
33.493,35.810772,potential
33.472797,35.802872,potential
33.531498,35.740871,potential
33.524899,35.781071,potential
33.521099,35.797771,potential
33.529697,35.834469,potential
33.562798,35.821869,potential
33.767399,35.808971,potential
33.761497,35.893272,potential
33.746449,35.862976,potential
33.678398,35.866272,potential
33.772598,35.978069,potential
33.804798,35.90617,potential
33.529198,35.78117,potential
33.8629,36.024872,potential
33.8288,36.04377,potential
33.757298,35.905472,potential
33.6609,35.777172,potential
33.660927,35.778141,potential
33.516998,35.827171,potential
33.821701,35.880169,potential
33.684502,35.910694,potential
33.511845,35.687641,potential
33.77681,35.927647,potential
33.461372,35.630116,potential
33.600758,35.762398,potential
33.481064,35.722679,potential
33.860607,35.89328,potential
33.850597,35.894772,potential
33.848301,35.895969,potential
33.848499,35.902271,potential
33.847,35.905369,potential
33.848999,35.902672,potential
33.847401,35.903271,potential
33.8479,35.903572,potential
33.836399,35.90657,potential
33.844101,35.907471,potential
33.845898,35.919971,potential
33.884399,35.875969,potential
33.880798,35.86837,potential
33.873398,35.941471,potential
33.816898,35.87067,potential
33.816776,35.870506,potential
33.820599,35.877571,potential
33.846298,36.00317,potential
33.8507,36.008472,potential
33.848598,36.01017,potential
33.8689,35.962669,potential
33.8927,35.965771,potential
33.862698,36.03027,potential
33.8647,36.06147,potential
33.8498,36.030369,potential
33.848999,36.066269,potential
33.787098,35.994473,potential
33.795399,36.004971,potential
33.825901,36.032372,potential
33.787098,35.969269,potential
33.778198,35.902569,potential
33.778,35.900471,potential
33.778801,35.901371,potential
33.7094,35.909069,potential
