adm3_name,ACS_Code,Consecutive Dry Days,Consecutive Wet Days,Days withh at least 10 mm rainfall,Days withh at least 20 mm rainfall,Very Hot Days (Tmax > 35°C),Hot days (Tmax > 30°C),Forest fire risk,Annual Dry Spell Length,composite_score
Machta Hammoud,35437,126.590000152587,7.98249959945678,21.5324993133544,6.57749962806701,6.9075002670288,27.2596006144393,142.0,10.5560675883257,0.5078638741299348
Deir El-Aachayer,55187,150.697494506835,7.4825005531311,18.3649997711181,5.96499991416931,1.50000005960464,40.3412698412698,9.0,1.15396825396825,0.5021117887813519
Tfail,53475,143.709999084472,7.29749989509582,13.727499961853,3.52249991893768,0.0,31.6297619047619,8.0,0.108333333333333,0.4996190730207117
Conflict,0,143.709999084472,7.29749989509582,13.727499961853,3.52249991893768,0.0,30.7961655673283,8.0,0.0,0.4965581578020771
Aain Ej-Jaouz Baalbek,53473,143.709999084472,7.29749989509582,13.727499961853,3.52249991893768,0.0,30.6322751322751,8.0,0.0145502645502645,0.49614918156877086
Selsata (Mazraat Deir El-Aachaiyer),55191,150.697494506835,7.4825005531311,18.3649997711181,5.96499991416931,1.50000005960464,38.0,9.0,0.238095238095238,0.4902252067544058
Qaa Baalbek,53241,126.040000915527,7.55999946594238,17.0799980163574,4.19000005722045,1.26999998092651,31.9273182957393,8.0,15.4561403508772,0.48710198868046634
Helouet Rachaiya,55197,149.5625,7.54625034332275,18.651249885559,5.99374997615814,1.14500001072883,39.5659340659341,9.0,1.24542124542125,0.4865927966654712
Aaouaainat Aakkar,35420,124.095001220703,8.18249988555908,22.9225006103515,7.5349998474121,9.77500009536743,26.0,142.0,9.38095238095238,0.4848132361194427
Conflict,0,142.694992065429,7.44000005722045,14.8150005340576,3.99000000953674,0.0,30.4285714285714,8.0,0.0,0.47066424697018006
Litige,53003,142.694992065429,7.44000005722045,14.8150005340576,3.99000000953674,0.0,30.2979025849011,8.0,0.0,0.4702757763007888
Conflict,0,141.318333943684,7.51500002543131,14.9333330790201,4.00833328564961,0.0,29.352380952381,8.0,0.0,0.4569027423616849
Ras Baalbek Ech-Charqi,53227,132.572494506835,7.69999980926513,13.1650009155273,2.74499988555908,0.242499992251396,32.373897707231,8.0,1.11992945326279,0.45668946570417857
Maaraboun,53461,142.532501220703,7.50500011444091,16.0125007629394,4.5200001001358,0.072500005364418,30.3333333333333,8.0,0.463492063492063,0.45528519695505715
Aarsal,53231,132.156819430264,7.58000009710138,12.9899998144669,3.02454537695104,0.181818180802193,31.6572695597085,8.0,0.188364481047408,0.4540370299761213
Ham,53463,142.532501220703,7.50500011444091,16.0125007629394,4.5200001001358,0.072500005364418,30.1587301587302,8.0,0.151927437641723,0.45309032656666404
Hermel,54111,127.877856663295,7.52999986921037,18.9992848805018,5.26857147897992,3.08928569299834,32.5046583850932,6.0,8.18892339544514,0.45013512215491525
Litige,55009,154.295013427734,7.65000057220459,20.4799995422363,7.58500003814697,1.33500003814697,35.0476190476191,9.0,0.0,0.4501289662126005
Yahfoufa,53449,142.370010375976,7.57000017166137,17.2100009918212,5.05000019073486,0.145000010728836,30.5132275132275,8.0,1.70634920634921,0.4449160019864463
Yanta,55184,149.374996185302,7.63500034809112,20.4775004386901,7.1525000333786,1.5112500488758,36.2123015873016,9.0,0.266865079365079,0.44469690182836713
Conflict,0,142.370010375976,7.57000017166137,17.2100009918212,5.05000019073486,0.145000010728836,30.5840795861781,8.0,1.5307007747144,0.44418189601384706
Conflict,0,152.237503051757,7.71000051498413,20.4274997711181,7.35999989509582,1.16500002145767,35.8,9.0,0.0571428571428571,0.44256334155023375
Khirbet Er Remmane,35410,122.830001831054,8.34000015258789,24.4900016784667,8.43000030517578,8.52999973297119,25.3571428571429,142.0,10.3809523809524,0.4425047871633914
Mazraat En-Nahriyeh,35486,125.248750686645,8.0387498140335,23.0687503814697,7.57875001430511,6.09750008583068,25.5666666666667,142.0,6.01428571428571,0.44226581688548255
Conflict,0,150.179992675781,7.77000045776367,20.375,7.13499975204467,0.995000004768371,38.2571428571429,9.0,0.228571428571429,0.44068057087098866
Conflict,0,142.370010375976,7.57000017166137,17.2100009918212,5.05000019073486,0.145000010728836,30.4095238095238,8.0,0.904761904761905,0.4402962691105424
Aandqet,35498,125.248750686645,8.0387498140335,23.0687503814697,7.57875001430511,6.09750008583068,27.8439153439154,142.0,4.08333333333333,0.4386500954551239
Kfar Noun,35406,122.830001831054,8.34000015258789,24.4900016784667,8.43000030517578,8.52999973297119,24.3015873015873,142.0,9.55555555555556,0.4349271933548481
Conflict,0,140.545013427734,7.85499954223632,14.7599992752075,3.79500007629394,0.0,28.67573763766,8.0,0.0,0.433607184289649
Nasriyet Rizk,51354,141.807502746582,7.75999975204467,18.6850004196167,5.74750018119812,0.727499976754188,29.9264069264069,6.5,4.66233766233766,0.4324127850810896
Conflict,0,132.46499633789,7.83500003814697,13.0450000762939,3.04500007629394,0.0,30.2002986267489,8.0,0.0,0.4310729377057379
Conflict,0,132.46499633789,7.83500003814697,13.0450000762939,3.04500007629394,0.0,29.7141175329106,8.0,0.0,0.42962755034587674
Kfarzabad,51389,145.139991760253,7.68000030517578,20.2350006103515,6.66500043869018,1.125,31.244708994709,5.0,3.33465608465609,0.4289261519680718
Litige,55001,147.875,7.70500040054321,20.8500003814697,7.04500007629394,0.914999961853027,36.2539682539683,9.0,0.428571428571429,0.42863092954032195
Mazareaa Jabal Akroum,35516,127.259287152971,7.80142859050205,21.8042855943952,6.76642847061157,5.54785705464226,29.4217142857143,73.0,3.44152380952381,0.4286191918191759
Mounjez,35414,122.830001831054,8.34000015258789,24.4900016784667,8.43000030517578,8.52999973297119,24.5079365079365,142.0,8.26455026455026,0.4285968392588335
Fraydes Aakkar,35412,122.830001831054,8.34000015258789,24.4900016784667,8.43000030517578,8.52999973297119,23.6190476190476,142.0,8.47619047619048,0.42709255648567096
Aain El-Barnaya,53465,139.614997863769,7.69500017166137,16.079999923706,4.48500001430511,0.0,29.2753623188406,8.0,0.0455486542443064,0.42683665644984325
Cheikhlar,35402,122.830001831054,8.34000015258789,24.4900016784667,8.43000030517578,8.52999973297119,25.152380952381,142.0,7.58095238095238,0.4268359255807065
Rmah,35404,122.830001831054,8.34000015258789,24.4900016784667,8.43000030517578,8.52999973297119,25.0634920634921,142.0,7.6031746031746,0.42669118895745944
Conflict,0,146.051661173502,7.68833367029825,20.4400005340576,6.7916669845581,1.05499998728434,35.1553884711779,7.0,0.641604010025063,0.4266475111942453
Khreibet Baalbek,53455,140.566670735677,7.65500005086263,17.2683334350585,5.06833338737487,0.17666666706403,29.6920634920635,8.0,0.871428571428571,0.4260604296149721
Bakka,55177,149.02749633789,7.73750042915344,20.6125001907348,7.08999991416931,0.954999983310699,34.5396825396825,9.0,0.201058201058201,0.4258957775914544
Qsair Aakkar,35415,122.830001831054,8.34000015258789,24.4900016784667,8.43000030517578,8.52999973297119,24.8333333333333,142.0,7.11904761904762,0.4234030090598791
Haour Taala,53451,139.558753967285,7.72875010967254,17.2874999046325,5.04625004529953,0.132500000298023,28.9338624338625,8.0,2.25529100529101,0.42270285020081655
Jenta,53447,141.807502746582,7.75999975204467,18.6850004196167,5.74750018119812,0.727499976754188,30.546218487395,6.5,2.50420168067227,0.42264766938746456
Salaiyeb,74141,155.755004882812,7.55499982833862,25.0,11.9749994277954,3.375,26.7261904761905,24.0,5.48809523809524,0.42255716449067066
Aaintaroun,72151,159.019996643066,7.49500000476837,23.6912503242492,11.1700003147125,3.85374987125396,18.7671957671958,30.0,1.55555555555556,0.4180313781121865
Conflict,0,141.807502746582,7.75999975204467,18.6850004196167,5.74750018119812,0.727499976754188,30.630139310815,8.0,1.26894056318685,0.41722579153120437
Haouch El-Ghanam,51329,141.244995117187,7.94999933242797,20.1599998474121,6.44500017166137,1.30999994277954,29.0,6.5,6.68253968253968,0.41483938725814795
Riyaq,51311,141.244995117187,7.94999933242797,20.1599998474121,6.44500017166137,1.30999994277954,29.1428571428571,5.0,6.65714285714286,0.4141548711457887
Aali En-Nahri,51323,141.244995117187,7.94999933242797,20.1599998474121,6.44500017166137,1.30999994277954,29.1619047619048,6.5,6.34285714285714,0.41349369949099557
Qoussaya,51353,143.447494506835,7.78749966621398,19.2574996948242,5.98750042915344,0.909999966621398,29.4552380952381,6.5,1.26285714285714,0.411951944210517
Aain Kfar Zabad,51377,143.841659545898,7.76999998092651,20.2100003560384,6.59166701634724,1.18666664759318,29.3571428571429,5.0,2.84920634920635,0.41190582703821
Aanjar (Haouch Moussa),51281,145.279991149902,7.77250003814697,23.7125005722045,9.01749992370605,2.10750007629394,36.0218253968254,9.0,4.84722222222222,0.4110948675447426
Terbol Zahleh,51365,143.587493896484,7.85750019550323,21.0512504577636,7.16250026226043,1.28125,29.6107660455487,5.0,5.6935817805383,0.41107630655301314
Raouda (Istabel),52295,145.279991149902,7.77250003814697,23.7125005722045,9.01749992370605,2.10750007629394,36.7482993197279,9.0,4.3265306122449,0.4104540324243296
Raait,51359,141.244995117187,7.94999933242797,20.1599998474121,6.44500017166137,1.30999994277954,29.1904761904762,5.0,5.57671957671958,0.408485260926152
Massa,51371,141.244995117187,7.94999933242797,20.1599998474121,6.44500017166137,1.30999994277954,29.6714285714286,6.5,5.11904761904762,0.40842608541965664
Majdel Aanjar,51284,146.666244506835,7.78000009059906,23.1512508392334,8.67875003814697,1.81500005722045,36.2002801120448,9.0,2.61624649859944,0.40827754887008677
Serraaine Et-Tahta,53437,139.778335571289,7.87999947865804,20.1616668701171,6.51666688919067,0.789999971787134,29.1484593837535,6.5,6.41176470588235,0.40771081761424444
Aain Es-Siyaa Chadoura,53163,138.540008544921,7.90249991416931,16.052499294281,4.38750004768371,0.0,27.8831168831169,8.0,0.0173160173160173,0.40662274523116476
Manara (Hammara) BG,52244,148.052497863769,7.78750014305114,22.5900011062622,8.34000015258789,1.52250003814697,35.0526315789474,11.0,0.899749373433584,0.40558181531257487
Bardeh,35408,123.907501220703,8.09500002861023,24.6050014495849,8.58000040054321,5.28749990463256,25.1428571428571,142.0,5.97619047619048,0.4046643786858377
Aamriyet Aakkar,35421,123.907501220703,8.09500002861023,24.6050014495849,8.58000040054321,5.28749990463256,24.2976190476191,142.0,6.35714285714286,0.4042005317666809
Blida,73288,158.797500610351,7.5,24.4550008773803,11.6000003814697,2.64999997615814,20.7886904761905,30.0,1.94047619047619,0.4041542232924058
Litige,55007,152.912506103515,7.70000052452087,22.4925003051757,9.17999982833862,1.04250001907348,32.8857142857143,9.0,0.019047619047619,0.40401928946878296
Mdoukha,55181,149.062496185302,7.7862502336502,22.4725008010864,8.46125018596649,1.42500001192092,34.1038961038961,9.0,0.915584415584415,0.40394437338525246
Kfar Qouq,55134,150.072494506835,7.78500032424926,22.3550004959106,8.58250021934509,1.32749998569488,34.4285714285714,9.0,0.288188002473717,0.4039298421553029
Aayha,55117,151.492500305175,7.74250042438507,22.4237504005432,8.88125002384185,1.18500000238418,33.4309927360775,9.0,0.2590799031477,0.40386947479776464
Conflict,0,156.720001220703,7.61666631698608,25.0750007629394,11.6599998474121,2.1983333826065,26.1446208112875,24.0,4.07583774250441,0.4036917114065326
Conflict,0,152.912506103515,7.70000052452087,22.4925003051757,9.17999982833862,1.04250001907348,32.6904761904762,9.0,0.0,0.40333640849696345
Aayta El-Foukhar,55194,148.052497863769,7.78750014305114,22.5900011062622,8.34000015258789,1.52250003814697,34.9124839124839,11.0,0.526383526383526,0.4031569742347269
Aain Aarab Rachaiya,55167,150.072494506835,7.78500032424926,22.3550004959106,8.58250021934509,1.32749998569488,33.8222222222222,9.0,0.453968253968254,0.4030188700043868
Dibbabiyeh,35432,122.360000610351,8.38749980926513,25.9675006866455,9.43249988555908,8.13999986648559,23.4380952380952,142.0,9.25714285714286,0.4025661513450693
Deir Mar Maroun Baalbek,53244,123.897499084472,7.65499973297119,19.8449993133544,5.49500012397766,0.802499994635582,28.9571428571429,6.0,10.847619047619,0.40231226202290404
Souairi,52264,146.666244506835,7.78000009059906,23.1512508392334,8.67875003814697,1.81500005722045,36.1190476190476,9.0,1.53095238095238,0.4021986723656415
Borj En-Naqoura,62312,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,16.2312925170068,55.0,0.0340136054421769,0.4017956187766948
Aamra,73191,155.83250427246,7.55250000953674,25.6225004196167,12.3049998283386,2.90750002861022,26.2767857142857,24.0,4.02083333333333,0.40179323777129633
Brital,53453,138.791003417968,7.80699987411499,18.4529998779296,5.64800009727478,0.288999992609024,28.4420634920635,8.0,2.31746031746032,0.40145298751552017
Ras Baalbek Es-Sahel,53211,124.911249160766,7.71624994277954,18.96875,4.93750011920928,0.514999993145465,28.7743055555556,6.0,9.22172619047619,0.4012712129768332
Rmaich,72167,160.305000305175,7.58500027656555,23.5649986267089,11.1574993133544,2.66500008106231,16.6471861471862,35.0,1.14935064935065,0.4011832167305754
Mhaibib,73248,158.797500610351,7.5,24.4550008773803,11.6000003814697,2.64999997615814,20.6031746031746,30.0,1.27777777777778,0.40003829731910223
Aalma Ech-Chaab,62316,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,15.4115646258503,55.0,0.0068027210884353,0.3992122598871052
Biret Aakkar,35416,123.907501220703,8.09500002861023,24.6050014495849,8.58000040054321,5.28749990463256,24.968253968254,142.0,4.97619047619048,0.39876668077870975
Deir El-Ghazal,51347,141.244995117187,7.94999933242797,20.1599998474121,6.44500017166137,1.30999994277954,29.4074074074074,5.0,3.62962962962963,0.398657540992792
Hamoul,62314,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,14.8055555555556,55.0,0.0198412698412698,0.3974807604177884
Jijim,62318,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,14.452380952381,55.0,0.0,0.3963240748984407
Boustane,62321,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,14.3809523809524,55.0,0.0,0.39611172202091355
Yarine,62308,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,14.2698412698413,55.0,0.0,0.39578139532253825
Btaychiyeh,62331,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,14.2380952380952,55.0,0.0,0.39568701626585934
Dhayra,62341,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,14.2244897959184,55.0,0.0,0.39564656809871157
Jibbayn,62292,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,14.1071428571429,55.0,0.0,0.39529770265706005
Abou Chech,62319,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,14.1047619047619,55.0,0.0,0.39529062422780903
Tayr Harfa,62295,162.639984130859,7.67000007629394,24.2900009155273,11.0100002288818,2.27999973297119,14.0634920634921,55.0,0.0,0.3951679314541269
Qatmoun,72175,160.794998168945,7.64500045776367,23.8299980163574,11.2549991607666,2.2350001335144,17.3571428571429,35.0,1.23809523809524,0.394701688316668
Nabi Chit,53445,138.992504119873,7.89874958992004,20.0662498474121,6.42875015735626,0.688749976456165,29.540293040293,6.5,4.35164835164835,0.39442897829752666
Soltan Yacoub el Aradi,52241,148.229995727539,7.86999988555908,24.3300018310546,9.63500022888183,2.13000011444091,35.7619047619048,13.0,2.35714285714286,0.3935173019133815
Khodr Baalbek,53443,138.241673787434,7.88166634241739,20.0349998474121,6.42333348592122,0.481666654348373,29.1111111111111,8.0,4.77248677248677,0.3932292935050415
Khiara,52234,147.07999420166,7.83999967575073,24.8200006484985,9.93499994277954,2.30250012874603,36.3443223443223,13.0,3.08424908424908,0.39249406330390746
Yaroun,72159,159.699996948242,7.58166678746541,23.9566663106282,11.4099998474121,2.26000006993611,17.002380952381,35.0,1.30714285714286,0.39225137668163024
Iskandarouna Sour,62299,162.214984130859,7.65000019073486,24.3860008239746,11.2230003356933,2.05699977874755,14.5753968253968,55.0,0.0158730158730159,0.3918778922098229
Maroun Er-Ras,72127,159.15249633789,7.54999995231628,24.0200004577636,11.4875001907348,2.27250003814697,17.3896103896104,35.0,1.13852813852814,0.3916121702893007
Soultan Yaacoub Faouqa,52231,148.229995727539,7.86999988555908,24.3300018310546,9.63500022888183,2.13000011444091,35.9301587301587,11.0,2.1015873015873,0.3913461468963963
Harimeh Es-Soughra,52271,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,37.6530612244898,9.0,3.7687074829932,0.3908070892531852
Khiara El-Aatiqa,52247,147.07999420166,7.83999967575073,24.8200006484985,9.93499994277954,2.30250012874603,37.5119047619048,9.0,2.5952380952381,0.39074135608101135
Chamaa,62298,162.214984130859,7.65000019073486,24.3860008239746,11.2230003356933,2.05699977874755,14.2095238095238,55.0,0.0,0.3907047987705632
Nabi Osmane,53224,125.714998881022,7.93166669209798,18.4416669209798,4.64666652679443,0.159999993940194,28.8503401360544,8.0,8.43197278911564,0.3905882265138862
Mansouri Sour,62296,162.214984130859,7.65000019073486,24.3860008239746,11.2230003356933,2.05699977874755,14.0714285714286,55.0,0.0285714285714286,0.3904479245338795
Aain Baalbek,53217,125.92499923706,7.77750015258789,18.0925006866455,4.38000011444091,0.227499991655349,28.5544217687075,8.0,5.41156462585034,0.38966852022803855
Haouch El-Harime,52254,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,37.7513227513228,9.0,3.4973544973545,0.3896397121827788
Conflict,0,157.507507324218,7.48750019073486,25.2075004577636,11.9600000381469,3.14499998092651,21.952380952381,25.0,0.619047619047619,0.3895859158469713
Hoshmosh,51341,142.034996032714,8.03500008583068,21.8675003051757,7.66000008583068,1.4375,29.3666666666667,5.0,6.41428571428571,0.3885470220554251
Kafr,35423,124.985000610351,7.84999990463256,24.7200012207031,8.73000049591064,2.04500007629394,24.4976608879922,142.0,5.84212077355787,0.3885132999075757
Bajjaje,53221,121.465003967285,7.75500011444091,20.6450004577636,5.4700002670288,0.204999983310699,28.9428571428571,8.0,12.8666666666667,0.3883537514229812
Haouch Hala,51317,142.034996032714,8.03500008583068,21.8675003051757,7.66000008583068,1.4375,29.3439153439153,6.5,6.19047619047619,0.38824822106558804
Ghazzeh,52227,147.07999420166,7.83999967575073,24.8200006484985,9.93499994277954,2.30250012874603,35.6233766233766,13.0,2.67965367965368,0.38817457258504334
Mazraat Ez-Zalloutiyeh,62351,161.931650797526,7.63666693369547,24.4500007629394,11.365000406901,1.90833314259847,14.3015873015873,55.0,0.0,0.3877136471387429
Temnine Et-Tahta,53425,142.034996032714,8.03500008583068,21.8675003051757,7.66000008583068,1.4375,28.974025974026,6.5,6.25108225108225,0.38747453860794706
Jazira BG,52257,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,37.9365079365079,9.0,2.99206349206349,0.387472491862027
Dakoueh,52251,147.07999420166,7.83999967575073,24.8200006484985,9.93499994277954,2.30250012874603,36.281746031746,9.0,2.65873015873016,0.38742566687886465
Majidiyeh Hasbaiya,74177,154.945007324218,7.56499981880188,26.0500001907348,12.6299996376037,2.59500002861022,25.9285714285714,24.0,3.84353741496599,0.38694916737977836
Barr Elias,51267,144.461659749348,7.88833363850911,23.6666673024495,8.96999994913737,1.92666673660278,31.0535714285714,9.0,5.13541666666667,0.3866864942786715
Ouaqf BG,52261,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,37.9365079365079,9.0,2.80952380952381,0.38649068153508975
Marj BG,52277,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,36.7738095238095,9.0,3.38095238095238,0.3861075417816022
Aain Aarab Marjaayoun,73162,154.945007324218,7.56499981880188,26.0500001907348,12.6299996376037,2.59500002861022,25.9523809523809,24.0,3.63095238095238,0.3858765390244566
Meiss Ej-Jabal,73250,157.835001627604,7.51666673024495,25.0516675313313,11.945000330607,2.58000000317891,20.684126984127,30.0,0.90952380952381,0.385794351117542
Nasriyet Zahleh,51287,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,37.3333333333333,9.0,2.71428571428571,0.3841852305919668
Nabi Chbay,53471,136.535003662109,7.95000028610229,17.3449993133544,4.98000001907348,0.0,28.1468846810745,8.0,0.251406987325456,0.3839448348567376
Chaaibeh,53469,136.535003662109,7.95000028610229,17.3449993133544,4.98000001907348,0.0,28.3350970017637,8.0,0.0388007054673721,0.38336085191535374
Khirbet Daoud Aakkar,35417,124.985000610351,7.84999990463256,24.7200012207031,8.73000049591064,2.04500007629394,24.8475377310218,142.0,4.6779421733003,0.38329179660441476
Dalhamiyet Zahleh,51383,143.727493286132,7.92750072479248,22.8450012207031,8.33750009536743,1.6525000333786,28.2010582010582,5.0,5.73544973544974,0.3829139764870178
Sindianet Zeidane,35411,124.985000610351,7.84999990463256,24.7200012207031,8.73000049591064,2.04500007629394,25.1666666666667,142.0,4.38095238095238,0.382643154687102
Mzaraat Zahleh,51271,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,32.8959332359253,39.0,1.19131601695415,0.3822540837171307
Aain Ibl,72143,159.903743743896,7.57875025272369,24.1599998474121,11.5762500762939,1.98625004291534,16.1785714285714,35.0,0.770833333333333,0.3822250473117159
Daghleh,35419,124.985000610351,7.84999990463256,24.7200012207031,8.73000049591064,2.04500007629394,24.8524148479352,142.0,4.31980006781192,0.38137998816317087
Kouachra,35429,123.167503356933,8.15624976158142,25.973750591278,9.46499991416931,5.50374996662139,23.4940476190476,142.0,6.42857142857143,0.3797975029645112
Haouch Er-Rafqa,53419,138.482498168945,8.03499913215637,21.6374998092651,7.25000023841857,1.11249995231628,28.1836734693878,8.0,6.81632653061224,0.37924927166320005
Deir Jannine,35441,123.975006103515,7.9249997138977,25.9800004959106,9.49749994277954,2.8675000667572,24.552380952381,142.0,7.16190476190476,0.3791669808955149
Tell El-Akhdar,51277,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,36.625,9.0,2.14285714285714,0.3790059046924551
Haouch Mandara,51237,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,35.8299319727891,9.0,2.57142857142857,0.3789473348227703
Khirbet Rouha,55151,149.097496032714,7.83500003814697,24.3325014114379,9.83250045776367,1.89500004053115,32.733893557423,9.0,1.34453781512605,0.37767961478597584
Chebrqiyet Tabet,51247,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,34.621405956535,9.0,2.99720657934421,0.3776445543122274
Aain Bourday,53115,136.585006713867,7.95250010490417,18.5624990463256,5.57249999046325,0.192499995231628,27.8704761904762,8.0,1.48190476190476,0.3773225244307953
Dahr El-Ahmar,55124,149.96499633789,7.80000019073486,24.3350009918212,10.0300006866455,1.65999996662139,31.9450549450549,9.0,1.38461538461538,0.376754485662465
Hanine,72284,160.654991149902,7.6075005531311,24.2999992370605,11.664999961853,1.70000004768371,15.6809523809524,35.0,0.638095238095238,0.37622262037215337
Daouret Aakkar,35126,124.985000610351,7.84999990463256,24.7200012207031,8.73000049591064,2.04500007629394,25.8869047619048,142.0,2.74404761904762,0.37598010214720323
Litige,51001,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,31.1666666666667,39.0,0.976190476190476,0.37595600041851857
Kfar Chouba,74160,156.073753356933,7.60624969005584,25.581250667572,12.0662498474121,2.10250005125999,25.4825396825397,23.0,1.13650793650794,0.3754549332812081
Houla,73234,157.278751373291,7.52875018119812,25.3225011825561,12.1787500381469,2.24125000834465,20.7074829931973,30.0,0.580498866213152,0.3741196840790549
Kfar Denis,55137,149.96499633789,7.80000019073486,24.3350009918212,10.0300006866455,1.65999996662139,31.9880952380952,9.0,0.849206349206349,0.3740026838342949
Mazraat Sarada,73175,155.52000427246,7.54124987125396,26.5300002098083,12.9374997615814,2.34750002622604,25.9761904761905,25.0,2.23809523809524,0.3739703893660364
Tcheflik Qiqano,51261,145.929992675781,7.80999946594238,25.3099994659423,10.2349996566772,2.47500014305114,36.031746031746,5.0,1.98412698412698,0.37379478884105244
Zahleh Maallaqa Aradi,51125,143.727493286132,7.92750072479248,22.8450012207031,8.33750009536743,1.6525000333786,27.8076923076923,5.0,4.16300366300366,0.37328694413867475
Aayta Ech-Chaab,72183,160.654991149902,7.6075005531311,24.2999992370605,11.664999961853,1.70000004768371,15.1258503401361,35.0,0.374149659863946,0.37315267400896834
Aain Ez-Zeit,35427,123.975006103515,7.9249997138977,25.9800004959106,9.49749994277954,2.8675000667572,24.5079365079365,142.0,6.03174603174603,0.37295616367025725
Litige,55005,149.96499633789,7.80000019073486,24.3350009918212,10.0300006866455,1.65999996662139,31.8897610934239,9.0,0.624849073190696,0.3725036113113483
Aarmeh,35484,121.889999389648,8.43499946594238,27.4449996948242,10.4349994659423,7.75,22.13383124119,142.0,9.5587646381147,0.3721220740062899
Aabboudiyeh,35249,121.889999389648,8.43499946594238,27.4449996948242,10.4349994659423,7.75,21.5390129790424,142.0,9.87306667328501,0.3720442238745491
